"","year","team_id","team","conference","division","expected_wins","total_games","total_wins","total_losses","total_ties","conference_games","conference_wins","conference_losses","conference_ties","home_games","home_wins","home_losses","home_ties","away_games","away_wins","away_losses","away_ties"
"79",1993,2032,"Arkansas State","Big West","",0,11,2,8,1,6,1,5,0,6,2,3,1,5,0,5,0
"80",1993,2050,"Ball State","Mid-American","",0,12,8,3,1,8,7,0,1,4,4,0,0,7,4,2,1
"81",1993,2117,"Central Michigan","Mid-American","",0,11,5,6,0,9,5,4,0,5,2,3,0,6,3,3,0
"82",1993,2132,"Cincinnati","FBS Independents","",0,11,8,3,0,3,3,0,0,5,5,0,0,6,3,3,0
"83",1993,2199,"Eastern Michigan","Mid-American","",0,11,4,7,0,8,3,5,0,6,2,4,0,5,2,3,0
"84",1993,2294,"Iowa","Big Ten","",0,12,6,6,0,8,3,5,0,6,4,2,0,5,2,3,0
"85",1993,2305,"Kansas","Big 8","",0,12,5,7,0,7,3,4,0,6,4,2,0,6,1,5,0
"86",1993,2306,"Kansas State","Big 8","",0,12,9,2,1,7,4,2,1,6,6,0,0,5,2,2,1
"87",1993,2309,"Kent State","Mid-American","",0,11,0,11,0,9,0,9,0,4,0,4,0,7,0,7,0
"88",1993,2348,"Louisiana Tech","Big West","",0,11,2,9,0,6,2,4,0,4,2,2,0,7,0,7,0
"89",1993,2390,"Miami","Big East","",0,12,9,3,0,7,6,1,0,6,6,0,0,5,3,2,0
"90",1993,2426,"Navy","FBS Independents","",0,11,4,7,0,4,0,4,0,5,4,1,0,6,0,6,0
"91",1993,2439,"UNLV","Big West","",0,11,3,8,0,6,2,4,0,5,1,4,0,6,2,4,0
"92",1993,2440,"Nevada","Big West","",0,11,7,4,0,7,5,2,0,6,4,2,0,5,3,2,0
"93",1993,2459,"Northern Illinois","Big West","",0,11,4,7,0,6,3,3,0,4,3,1,0,7,1,6,0
"94",1993,2483,"Oregon","Pac-10","",0,11,5,6,0,8,2,6,0,5,2,3,0,6,3,3,0
"95",1993,2509,"Purdue","Big Ten","",0,11,1,10,0,8,0,8,0,6,1,5,0,5,0,5,0
"96",1993,2567,"SMU","Southwest","",0,11,2,7,2,7,1,5,1,7,0,5,2,4,2,2,0
"97",1993,2572,"Southern Miss","FBS Independents","",0,11,2,8,1,5,1,3,1,5,2,2,1,6,0,6,0
"98",1993,2579,"South Carolina","SEC","East",0,11,4,7,0,8,2,6,0,7,3,4,0,4,1,3,0
"99",1993,2628,"TCU","Southwest","",0,11,4,7,0,7,2,5,0,6,3,3,0,5,1,4,0
"100",1993,2633,"Tennessee","SEC","East",0,12,9,2,1,8,6,1,1,8,7,0,1,3,2,1,0
"101",1993,2638,"UTEP","Western Athletic","",0,12,1,11,0,8,0,8,0,5,1,4,0,7,0,7,0
"102",1993,2641,"Texas Tech","Southwest","",0,12,6,6,0,7,5,2,0,6,4,2,0,5,2,3,0
"103",1993,2649,"Toledo","Mid-American","",0,11,4,7,0,8,3,5,0,6,3,3,0,5,1,4,0
"104",1993,2655,"Tulane","FBS Independents","",0,12,3,9,0,2,2,0,0,5,2,3,0,7,1,6,0
"105",1993,2711,"Western Michigan","Mid-American","",0,11,7,3,1,8,6,1,1,6,3,2,1,5,4,1,0
"106",1993,2751,"Wyoming","Western Athletic","",0,12,8,4,0,8,6,2,0,6,4,2,0,5,4,1,0
"107",1993,1000044,"Pacific","Big West","",0,11,3,8,0,6,2,4,0,5,2,3,0,6,1,5,0
"108",1994,2,"Auburn","SEC","West",0,11,9,1,1,8,6,1,1,6,6,0,0,5,3,1,1
"109",1994,8,"Arkansas","SEC","West",0,11,4,7,0,8,2,6,0,6,4,2,0,5,0,5,0
"110",1994,9,"Arizona State","Pac-10","",0,11,3,8,0,8,2,6,0,6,2,4,0,5,1,4,0
"111",1994,12,"Arizona","Pac-10","",0,12,8,4,0,8,6,2,0,6,5,1,0,5,3,2,0
"112",1994,21,"San Diego State","Western Athletic","",0,11,4,7,0,8,2,6,0,6,3,3,0,5,1,4,0
"113",1994,23,"San José State","Big West","",0,11,3,8,0,6,3,3,0,4,1,3,0,7,2,5,0
"114",1994,24,"Stanford","Pac-10","",0,11,3,7,1,8,2,6,0,6,2,3,1,5,1,4,0
"115",1994,25,"California","Pac-10","",0,11,4,7,0,8,3,5,0,6,4,2,0,5,0,5,0
"116",1994,26,"UCLA","Pac-10","",0,11,5,6,0,8,3,5,0,6,4,2,0,5,1,4,0
"117",1994,30,"USC","Pac-10","",0,12,8,3,1,8,6,2,0,5,4,1,0,6,3,2,1
"118",1994,36,"Colorado State","Western Athletic","",0,12,10,2,0,8,7,1,0,6,5,1,0,5,5,0,0
"119",1994,38,"Colorado","Big 8","",0,12,11,1,0,7,6,1,0,6,6,0,0,5,4,1,0
"120",1994,52,"Florida State","ACC","",0,12,10,1,1,8,8,0,0,5,5,0,0,6,4,1,1
"121",1994,57,"Florida","SEC","East",0,13,10,2,1,9,8,1,0,8,6,1,1,3,3,0,0
"122",1994,59,"Georgia Tech","ACC","",0,11,1,10,0,8,0,8,0,6,1,5,0,5,0,5,0
"123",1994,61,"Georgia","SEC","East",0,11,6,4,1,8,3,4,1,7,4,2,1,4,2,2,0
"124",1994,62,"Hawai'i","Western Athletic","",0,12,3,8,1,8,0,8,0,7,2,5,0,5,1,3,1
"125",1994,66,"Iowa State","Big 8","",0,11,0,10,1,7,0,6,1,7,0,6,1,4,0,4,0
"126",1994,70,"Idaho","Big Sky","",0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"127",1994,77,"Northwestern","Big Ten","",0,11,3,7,1,8,2,6,0,5,0,5,0,6,3,2,1
"128",1994,84,"Indiana","Big Ten","",0,11,6,5,0,8,3,5,0,6,3,3,0,5,3,2,0
"129",1994,87,"Notre Dame","FBS Independents","",0,12,6,5,1,1,1,0,0,7,4,2,1,4,2,2,0
"130",1994,96,"Kentucky","SEC","East",0,11,1,10,0,8,0,8,0,7,1,6,0,4,0,4,0
"131",1994,97,"Louisville","FBS Independents","",0,11,6,5,0,4,3,1,0,6,4,2,0,5,2,3,0
"132",1994,99,"LSU","SEC","West",0,11,4,7,0,8,3,5,0,6,2,4,0,5,2,3,0
"133",1994,103,"Boston College","Big East","",0,12,7,4,1,7,3,3,1,4,3,1,0,7,3,3,1
"134",1994,120,"Maryland","ACC","",0,11,4,7,0,8,2,6,0,5,3,2,0,6,1,5,0
"135",1994,127,"Michigan State","Big Ten","",0,11,5,6,0,8,4,4,0,6,4,2,0,5,1,4,0
"136",1994,130,"Michigan","Big Ten","",0,12,8,4,0,8,5,3,0,6,3,3,0,5,4,1,0
"137",1994,135,"Minnesota","Big Ten","",0,11,3,8,0,8,1,7,0,6,2,4,0,5,1,4,0
"138",1994,142,"Missouri","Big 8","",0,12,3,8,1,7,2,5,0,7,0,6,1,5,3,2,0
"139",1994,145,"Ole Miss","SEC","West",0,11,4,7,0,8,2,6,0,6,2,4,0,5,2,3,0
"140",1994,150,"Duke","ACC","",0,12,8,4,0,8,5,3,0,6,5,1,0,5,3,2,0
"141",1994,151,"East Carolina","FBS Independents","",0,12,7,5,0,4,4,0,0,5,3,2,0,6,4,2,0
"142",1994,152,"NC State","ACC","",0,12,9,3,0,8,6,2,0,6,5,1,0,5,3,2,0
"143",1994,153,"North Carolina","ACC","",0,12,8,4,0,8,5,3,0,6,5,1,0,5,3,2,0
"144",1994,154,"Wake Forest","ACC","",0,11,3,8,0,8,1,7,0,6,2,4,0,5,1,4,0
"145",1994,158,"Nebraska","Big 8","",0,13,13,0,0,7,7,0,0,7,7,0,0,5,5,0,0
"146",1994,164,"Rutgers","Big East","",0,11,5,5,1,7,2,4,1,7,5,1,1,4,0,4,0
"147",1994,166,"New Mexico State","Big West","",0,11,3,8,0,7,2,5,0,4,1,3,0,7,2,5,0
"148",1994,167,"New Mexico","Western Athletic","",0,12,5,7,0,8,4,4,0,5,2,3,0,7,3,4,0
"149",1994,183,"Syracuse","Big East","",0,11,7,4,0,7,4,3,0,6,4,2,0,5,3,2,0
"150",1994,189,"Bowling Green","Mid-American","",0,11,9,2,0,8,7,1,0,5,4,1,0,6,5,1,0
"151",1994,193,"Miami (OH)","Mid-American","",0,11,5,5,1,8,5,3,0,4,3,1,0,7,2,4,1
"152",1994,194,"Ohio State","Big Ten","",0,13,9,4,0,8,6,2,0,7,6,1,0,5,3,2,0
"153",1994,195,"Ohio","Mid-American","",0,11,0,11,0,9,0,9,0,5,0,5,0,6,0,6,0
"154",1994,197,"Oklahoma State","Big 8","",0,11,3,7,1,7,0,6,1,4,2,2,0,7,1,5,1
"155",1994,201,"Oklahoma","Big 8","",0,12,6,6,0,7,4,3,0,5,3,2,0,6,3,3,0
"156",1994,202,"Tulsa","FBS Independents","",0,11,3,8,0,5,0,5,0,5,2,3,0,6,1,5,0
"157",1994,204,"Oregon State","Pac-10","",0,11,4,7,0,8,2,6,0,6,3,3,0,5,1,4,0
"158",1994,213,"Penn State","Big Ten","",0,12,12,0,0,8,8,0,0,6,6,0,0,5,5,0,0
"159",1994,218,"Temple","Big East","",0,11,2,9,0,7,0,7,0,5,0,5,0,6,2,4,0
"160",1994,221,"Pittsburgh","Big East","",0,11,3,8,0,7,2,5,0,6,3,3,0,5,0,5,0
"161",1994,228,"Clemson","ACC","",0,11,5,6,0,8,4,4,0,6,4,2,0,5,1,4,0
"162",1994,235,"Memphis","FBS Independents","",0,11,6,5,0,6,3,3,0,6,4,2,0,5,2,3,0
"163",1994,238,"Vanderbilt","SEC","East",0,11,5,6,0,8,2,6,0,6,2,4,0,5,3,2,0
"164",1994,239,"Baylor","Southwest","",0,12,7,5,0,7,4,3,0,5,4,1,0,6,3,3,0
"165",1994,242,"Rice","Southwest","",0,11,5,6,0,7,4,3,0,5,3,2,0,6,2,4,0
"166",1994,245,"Texas A&M","Southwest","",0,11,10,0,1,7,6,0,1,7,6,0,1,4,4,0,0
"167",1994,248,"Houston","Southwest","",0,11,1,10,0,7,1,6,0,5,0,5,0,6,1,5,0
"168",1994,251,"Texas","Southwest","",0,12,8,4,0,7,4,3,0,6,4,2,0,5,3,2,0
"169",1994,252,"BYU","Western Athletic","",0,13,10,3,0,8,6,2,0,6,4,2,0,6,5,1,0
"170",1994,254,"Utah","Western Athletic","",0,12,10,2,0,8,6,2,0,5,5,0,0,6,4,2,0
"171",1994,258,"Virginia","ACC","",0,12,9,3,0,8,5,3,0,5,4,1,0,6,4,2,0
"172",1994,259,"Virginia Tech","Big East","",0,12,8,4,0,7,5,2,0,6,5,1,0,5,3,2,0
"173",1994,264,"Washington","Pac-10","",0,11,7,4,0,8,4,4,0,6,6,0,0,5,1,4,0
"174",1994,265,"Washington State","Pac-10","",0,12,8,4,0,8,5,3,0,5,3,2,0,6,4,2,0
"175",1994,275,"Wisconsin","Big Ten","",0,12,7,4,1,8,4,3,1,5,4,1,0,6,2,3,1
"176",1994,277,"West Virginia","Big East","",0,13,7,6,0,7,4,3,0,6,4,2,0,6,3,3,0
"177",1994,278,"Fresno State","Western Athletic","",0,13,5,7,1,8,3,4,1,8,3,4,1,5,2,3,0
"178",1994,309,"Louisiana","Big West","",0,11,6,5,0,6,5,1,0,5,4,1,0,6,2,4,0
"179",1994,328,"Utah State","Big West","",0,11,3,8,0,6,2,4,0,5,1,4,0,6,2,4,0
"180",1994,333,"Alabama","SEC","West",0,13,12,1,0,9,8,1,0,7,7,0,0,4,4,0,0
"181",1994,344,"Mississippi State","SEC","West",0,12,8,4,0,8,5,3,0,6,4,2,0,5,4,1,0
"182",1994,349,"Army","FBS Independents","",0,11,4,7,0,2,2,0,0,8,4,4,0,3,0,3,0
"183",1994,356,"Illinois","Big Ten","",0,12,7,5,0,8,4,4,0,7,3,4,0,4,3,1,0
"184",1994,2005,"Air Force","Western Athletic","",0,12,8,4,0,8,6,2,0,6,3,3,0,6,5,1,0
"185",1994,2006,"Akron","Mid-American","",0,11,1,10,0,9,1,8,0,5,1,4,0,6,0,6,0
"186",1994,2032,"Arkansas State","Big West","",0,11,1,10,0,6,0,6,0,4,1,3,0,7,0,7,0
"187",1994,2050,"Ball State","Mid-American","",0,11,5,5,1,9,5,3,1,6,4,1,1,5,1,4,0
"188",1994,2117,"Central Michigan","Mid-American","",0,12,9,3,0,9,8,1,0,5,5,0,0,6,4,2,0
"189",1994,2132,"Cincinnati","FBS Independents","",0,11,2,8,1,3,1,2,0,6,2,3,1,5,0,5,0
"190",1994,2199,"Eastern Michigan","Mid-American","",0,11,5,6,0,9,5,4,0,5,2,3,0,6,3,3,0
"191",1994,2294,"Iowa","Big Ten","",0,11,5,5,1,8,3,4,1,7,4,2,1,4,1,3,0
"192",1994,2305,"Kansas","Big 8","",0,11,6,5,0,7,3,4,0,6,3,3,0,5,3,2,0
"193",1994,2306,"Kansas State","Big 8","",0,12,9,3,0,7,5,2,0,6,5,1,0,5,4,1,0
"194",1994,2309,"Kent State","Mid-American","",0,11,2,9,0,9,2,7,0,5,2,3,0,6,0,6,0
"195",1994,2348,"Louisiana Tech","Big West","",0,11,3,8,0,6,1,5,0,5,2,3,0,6,1,5,0
"196",1994,2390,"Miami","Big East","",0,12,10,2,0,7,7,0,0,6,5,1,0,5,5,0,0
"197",1994,2426,"Navy","FBS Independents","",0,11,3,8,0,4,1,3,0,5,2,3,0,6,1,5,0
"198",1994,2433,"UL Monroe","FBS Independents","",0,11,3,8,0,0,0,0,0,4,2,2,0,7,1,6,0
"199",1994,2439,"UNLV","Big West","",0,12,7,5,0,6,5,1,0,6,4,2,0,5,2,3,0
"200",1994,2440,"Nevada","Big West","",0,11,9,2,0,7,6,1,0,6,6,0,0,5,3,2,0
"201",1994,2459,"Northern Illinois","Big West","",0,11,4,7,0,6,3,3,0,5,3,2,0,6,1,5,0
"202",1994,2483,"Oregon","Pac-10","",0,13,9,4,0,8,7,1,0,7,6,1,0,5,3,2,0
"203",1994,2509,"Purdue","Big Ten","",0,11,4,5,2,8,2,4,2,6,3,2,1,5,1,3,1
"204",1994,2567,"SMU","Southwest","",0,11,1,9,1,7,0,6,1,4,1,3,0,7,0,6,1
"205",1994,2572,"Southern Miss","FBS Independents","",0,11,6,5,0,4,3,1,0,5,4,1,0,6,2,4,0
"206",1994,2579,"South Carolina","SEC","East",0,12,7,5,0,8,4,4,0,6,2,4,0,5,4,1,0
"207",1994,2628,"TCU","Southwest","",0,12,7,5,0,7,4,3,0,5,3,2,0,6,4,2,0
"208",1994,2633,"Tennessee","SEC","East",0,12,8,4,0,8,5,3,0,6,4,2,0,5,3,2,0
"209",1994,2638,"UTEP","Western Athletic","",0,11,3,7,1,8,1,6,1,5,2,3,0,6,1,4,1
"210",1994,2641,"Texas Tech","Southwest","",0,12,6,6,0,7,4,3,0,7,6,1,0,4,0,4,0
"211",1994,2649,"Toledo","Mid-American","",0,11,6,4,1,8,4,3,1,5,4,1,0,6,2,3,1
"212",1994,2655,"Tulane","FBS Independents","",0,11,1,10,0,3,0,3,0,5,0,5,0,6,1,5,0
"213",1994,2711,"Western Michigan","Mid-American","",0,11,7,4,0,8,5,3,0,5,5,0,0,6,2,4,0
"214",1994,2751,"Wyoming","Western Athletic","",0,12,6,6,0,8,4,4,0,6,5,1,0,6,1,5,0
"215",1994,1000044,"Pacific","Big West","",0,11,6,5,0,6,4,2,0,5,4,1,0,6,2,4,0
"216",1995,2,"Auburn","SEC","West",0,12,8,4,0,8,5,3,0,7,6,1,0,4,2,2,0
"217",1995,8,"Arkansas","SEC","West",0,13,8,5,0,9,6,3,0,7,6,1,0,4,2,2,0
"218",1995,9,"Arizona State","Pac-10","",0,11,6,5,0,8,4,4,0,6,4,2,0,5,2,3,0
"219",1995,12,"Arizona","Pac-10","",0,11,6,5,0,8,4,4,0,6,3,3,0,5,3,2,0
"220",1995,21,"San Diego State","Western Athletic","",0,12,8,4,0,8,5,3,0,7,5,2,0,5,3,2,0
"221",1995,23,"San José State","Big West","",0,11,3,8,0,7,3,4,0,5,2,3,0,6,1,5,0
"222",1995,24,"Stanford","Pac-10","",0,12,7,4,1,8,5,3,0,4,2,2,0,7,5,1,1
"223",1995,25,"California","Pac-10","",0,11,3,8,0,8,2,6,0,6,2,4,0,5,1,4,0
"224",1995,26,"UCLA","Pac-10","",0,12,7,5,0,8,4,4,0,6,4,2,0,5,3,2,0
"225",1995,30,"USC","Pac-10","",0,12,9,2,1,8,6,1,1,7,5,1,1,4,3,1,0
"226",1995,36,"Colorado State","Western Athletic","",0,12,8,4,0,8,6,2,0,5,3,2,0,6,5,1,0
"227",1995,38,"Colorado","Big 8","",0,12,10,2,0,7,5,2,0,6,4,2,0,5,5,0,0
"228",1995,52,"Florida State","ACC","",0,12,10,2,0,8,7,1,0,7,7,0,0,4,2,2,0
"229",1995,57,"Florida","SEC","East",0,13,12,1,0,9,9,0,0,6,6,0,0,5,5,0,0
"230",1995,59,"Georgia Tech","ACC","",0,11,6,5,0,8,5,3,0,6,4,2,0,5,2,3,0
"231",1995,61,"Georgia","SEC","East",0,12,6,6,0,8,3,5,0,6,3,3,0,5,3,2,0
"232",1995,62,"Hawai'i","Western Athletic","",0,12,4,8,0,8,2,6,0,7,3,4,0,5,1,4,0
"233",1995,66,"Iowa State","Big 8","",0,11,3,8,0,7,1,6,0,7,3,4,0,4,0,4,0
"234",1995,70,"Idaho","Big Sky","",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"235",1995,77,"Northwestern","Big Ten","",0,12,10,2,0,8,8,0,0,6,5,1,0,5,5,0,0
"236",1995,84,"Indiana","Big Ten","",0,11,2,9,0,8,0,8,0,7,2,5,0,4,0,4,0
"237",1995,87,"Notre Dame","FBS Independents","",0,12,9,3,0,2,2,0,0,6,5,1,0,5,4,1,0
"238",1995,96,"Kentucky","SEC","East",0,11,4,7,0,8,2,6,0,6,2,4,0,5,2,3,0
"239",1995,97,"Louisville","FBS Independents","",0,11,7,4,0,5,4,1,0,6,4,2,0,5,3,2,0
"240",1995,99,"LSU","SEC","West",0,12,7,4,1,8,4,3,1,7,5,1,1,4,1,3,0
"241",1995,103,"Boston College","Big East","",0,12,4,8,0,7,4,3,0,5,1,4,0,7,3,4,0
"242",1995,120,"Maryland","ACC","",0,11,6,5,0,8,4,4,0,5,3,2,0,6,3,3,0
"243",1995,127,"Michigan State","Big Ten","",0,12,6,5,1,8,4,3,1,7,3,3,1,4,3,1,0
"244",1995,130,"Michigan","Big Ten","",0,13,9,4,0,8,5,3,0,7,6,1,0,5,3,2,0
"245",1995,135,"Minnesota","Big Ten","",0,11,3,8,0,8,1,7,0,6,3,3,0,5,0,5,0
"246",1995,142,"Missouri","Big 8","",0,11,3,8,0,7,1,6,0,6,3,3,0,5,0,5,0
"247",1995,145,"Ole Miss","SEC","West",0,11,6,5,0,8,3,5,0,5,4,1,0,6,2,4,0
"248",1995,150,"Duke","ACC","",0,11,3,8,0,8,1,7,0,5,2,3,0,6,1,5,0
"249",1995,151,"East Carolina","FBS Independents","",0,12,9,3,0,5,4,1,0,5,5,0,0,6,3,3,0
