"","ArchiveDate","Season","Preseason","TeamName","Seed","Event","ConfShort","AdjEM","RankAdjEM","AdjOE","RankAdjOE","AdjDE","RankAdjDE","AdjTempo","RankAdjTempo","AdjEMFinal","RankAdjEMFinal","AdjOEFinal","RankAdjOEFinal","AdjDEFinal","RankAdjDEFinal","AdjTempoFinal","RankAdjTempoFinal","RankChg","AdjEMChg","AdjTChg","season","DataThrough","Coach","Wins","Losses","Pythag","RankPythag","OE","RankOE","DE","RankDE","Tempo","RankTempo","Luck","RankLuck","SOS","RankSOS","SOSO","RankSOSO","SOSD","RankSOSD","NCSOS","RankNCSOS","APL_Off","RankAPL_Off","APL_Def","RankAPL_Def","ConfAPL_Off","RankConfAPL_Off","ConfAPL_Def","RankConfAPL_Def"
"11","2024-03-17",2024,"false","Creighton",3,"NCAA","BE",23.3984,11,120.099,12,96.7005,24,67.0035,207,24.2152,11,120.908,9,96.6926,24,66.8428,229,0,0.8168,-0.1607,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2024-03-17",2024,"false","Gonzaga",5,"NCAA","WCC",21.5838,15,121.006,9,99.4227,46,69.0664,83,23.167,12,122.602,5,99.4353,51,68.8555,102,3,1.5832,-0.2109,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2024-03-17",2024,"false","Marquette",2,"NCAA","BE",22.7358,12,118.341,21,95.6054,19,68.9535,91,23.0174,13,118.213,21,95.1954,17,69.0811,92,-1,0.2816,0.1276,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2024-03-17",2024,"false","Alabama",4,"NCAA","SEC",22.4971,13,125.547,2,103.049,112,72.6359,9,22.9614,14,125.996,2,103.035,111,72.5859,14,-1,0.4643,-0.05,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2024-03-17",2024,"false","Baylor",3,"NCAA","B12",22.3082,14,122.481,6,100.173,62,65.5843,281,21.904,15,122.428,6,100.524,72,65.7946,282,-1,-0.4042,0.2103,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2024-03-17",2024,"false","Michigan St.",9,"NCAA","B10",20.0276,19,113.824,57,93.7966,8,65.1652,305,20.583,16,114.265,49,93.6817,9,65.3426,309,3,0.5554,0.1774,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2024-03-17",2024,"false","Wisconsin",5,"NCAA","B10",20.7781,17,119.581,14,98.8026,39,65.1006,307,20.0583,17,119.223,17,99.1643,46,65.5067,304,0,-0.7198,0.4061,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2024-03-17",2024,"false","BYU",6,"NCAA","B12",21.0128,16,120.501,11,99.4887,47,69.0325,85,19.9612,18,119.83,14,99.8688,60,69.1965,84,-2,-1.0516,0.164,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2024-03-17",2024,"false","Clemson",6,"NCAA","ACC",16.9329,35,117.439,27,100.506,68,66.0846,260,19.4352,19,117.727,23,98.2915,35,66.3504,256,16,2.5023,0.2658,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2024-03-17",2024,"false","Saint Mary's",5,"NCAA","WCC",19.8965,20,114.925,45,95.0284,16,61.9209,358,19.4263,20,114.461,46,95.0344,15,62.4699,357,0,-0.4702,0.549,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2024-03-17",2024,"false","St. John's",0,NA,"BE",18.5024,26,118.382,20,99.8799,57,69.1868,78,19.4106,21,119.007,18,99.5961,57,69.3304,78,5,0.9082,0.1436,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2024-03-17",2024,"false","San Diego St.",5,"NCAA","MWC",19.7064,21,113.565,61,93.8583,9,65.959,266,19.3615,22,113.378,62,94.0161,11,66.1648,267,-1,-0.3449,0.2058,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2024-03-17",2024,"false","Kentucky",3,"NCAA","SEC",20.0309,18,122.733,5,102.702,106,72.6174,10,19.2927,23,122.18,7,102.887,109,72.6918,12,-5,-0.7382,0.0744,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2024-03-17",2024,"false","Colorado",10,"NCAA","P12",18.4677,27,117.593,25,99.125,43,67.483,165,19.0332,24,118.364,20,99.3304,49,67.6256,169,3,0.5655,0.1426,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2024-03-17",2024,"false","Texas",7,"NCAA","B12",18.4073,28,118.54,18,100.133,60,67.1348,196,18.7729,25,116.465,31,97.6917,30,67.4492,186,3,0.3656,0.3144,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2024-03-17",2024,"false","Florida",7,"NCAA","SEC",18.6326,24,119.91,13,101.277,87,71.5636,18,18.1933,26,120.003,12,101.81,94,71.9861,17,-2,-0.4393,0.4225,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2024-03-17",2024,"false","Kansas",4,"NCAA","B12",19.2401,22,113.388,65,94.1481,10,68.9117,92,17.9429,27,113.519,59,95.5758,20,69.1621,88,-5,-1.2972,0.2504,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2024-03-17",2024,"false","Wake Forest",0,NA,"ACC",17.8108,31,117.582,26,99.771,55,68.0891,133,17.8933,28,117.696,25,99.8023,59,68.4505,128,3,0.0825,0.3614,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2024-03-17",2024,"false","New Mexico",11,"NCAA","MWC",18.9445,23,115.429,41,96.4842,23,72.6546,8,17.7965,29,114.437,47,96.6401,23,72.8068,9,-6,-1.148,0.1522,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2024-03-17",2024,"false","Nebraska",8,"NCAA","B10",18.1754,29,115.914,34,97.7384,29,68.5852,103,17.5474,30,116.203,32,98.6553,43,68.98,95,-1,-0.628,0.3948,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2024-03-17",2024,"false","Texas Tech",6,"NCAA","B12",18.548,25,117.958,23,99.4104,45,66.6147,233,17.324,31,117.449,27,100.125,65,66.7829,232,-6,-1.224,0.1682,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2024-03-17",2024,"false","Dayton",7,"NCAA","A10",17.2881,33,118.525,19,101.237,85,64.1392,337,17.2983,32,117.708,24,100.409,67,64.4774,334,1,0.0102,0.3382,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2024-03-17",2024,"false","Pittsburgh",0,NA,"ACC",16.3838,40,115.907,36,99.5236,48,65.4264,292,17.1792,33,116.475,30,99.2955,48,65.6144,295,7,0.7954,0.188,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2024-03-17",2024,"false","Mississippi St.",8,"NCAA","SEC",17.9488,30,113.624,59,95.6751,20,67.0338,202,17.067,34,112.98,73,95.9126,22,67.083,210,-4,-0.8818,0.0492,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2024-03-17",2024,"false","Texas A&M",9,"NCAA","SEC",16.126,43,115.985,31,99.8592,56,65.8218,269,17.0247,35,117.491,26,100.467,68,66.5549,246,8,0.8987,0.7331,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2024-03-17",2024,"false","Colorado St.",10,"NCAA","MWC",16.6101,38,115.398,42,98.7877,38,65.7784,270,17.015,36,114.028,51,97.0127,27,66.1088,269,2,0.4049,0.3304,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2024-03-17",2024,"false","Villanova",0,NA,"BE",16.9341,34,111.599,83,94.6654,13,63.1846,350,16.7805,37,111.416,87,94.635,13,63.626,347,-3,-0.1536,0.4414,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2024-03-17",2024,"false","Indiana St.",0,NA,"MVC",16.0871,45,118.268,22,102.181,99,70.4737,40,16.6893,38,119.862,13,103.173,114,70.9348,35,7,0.6022,0.4611,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2024-03-17",2024,"false","Cincinnati",0,NA,"B12",16.7276,37,112.271,77,95.5437,17,67.246,188,16.4749,39,111.959,79,95.4838,19,67.495,181,-2,-0.2527,0.249,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2024-03-17",2024,"false","Nevada",10,"NCAA","MWC",16.8338,36,115.57,40,98.7364,36,66.6249,232,16.4131,40,115.033,41,98.6202,42,66.7693,235,-4,-0.4207,0.1444,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2024-03-17",2024,"false","Northwestern",9,"NCAA","B10",15.897,46,116.726,30,100.828,73,63.6984,342,16.4097,41,115.917,35,99.5072,54,64.1886,338,5,0.5127,0.4902,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2024-03-17",2024,"false","Washington St.",7,"NCAA","P12",16.2151,42,113.446,64,97.2311,27,64.795,316,16.3329,42,113.231,66,96.8986,26,64.8449,322,0,0.1178,0.0499,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2024-03-17",2024,"false","TCU",9,"NCAA","B12",17.2962,32,115.117,44,97.8206,30,69.639,63,16.0403,43,114.71,43,98.6694,44,69.8366,64,-11,-1.2559,0.1976,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2024-03-17",2024,"false","Boise St.",10,"NCAA","MWC",16.4014,39,113.976,52,97.5748,28,66.778,222,15.9653,44,113.365,63,97.3998,29,66.6495,243,-5,-0.4361,-0.1285,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2024-03-17",2024,"false","N.C. State",11,"NCAA","ACC",13.064,58,114.403,47,101.339,90,68.0334,138,15.9019,45,114.319,48,98.4174,38,68.0101,150,13,2.8379,-0.0233,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2024-03-17",2024,"false","Oklahoma",0,NA,"B12",16.1178,44,114.279,48,98.1616,33,66.937,213,15.7669,46,114.143,50,98.3763,36,67.1215,207,-2,-0.3509,0.1845,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2024-03-17",2024,"false","Florida Atlantic",8,"NCAA","Amer",16.2325,41,118.992,16,102.759,109,68.0472,137,15.7375,47,117.84,22,102.102,96,68.3253,133,-6,-0.495,0.2781,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2024-03-17",2024,"false","Utah",0,NA,"P12",14.8075,50,113.916,54,99.1084,42,69.5777,68,15.4069,48,114.619,45,99.2126,47,70.0266,57,2,0.5994,0.4489,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2024-03-17",2024,"false","Ohio St.",0,NA,"B10",15.5828,47,115.762,37,100.18,63,65.4159,294,15.1922,49,115.182,39,99.9893,63,66.47,251,-2,-0.3906,1.0541,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2024-03-17",2024,"false","Seton Hall",0,NA,"BE",12.6834,62,112.278,76,99.5945,52,65.9933,263,15.0253,50,113.092,70,98.067,33,66.8246,231,12,2.3419,0.8313,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2024-03-17",2024,"false","Utah St.",8,"NCAA","MWC",15.1197,48,115.635,38,100.516,69,68.5068,107,14.8861,51,115.983,34,101.097,82,68.9075,99,-3,-0.2336,0.4007,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2024-03-17",2024,"false","Grand Canyon",12,"NCAA","WAC",13.917,53,113.493,63,99.5756,51,68.0836,134,14.8414,52,112.894,74,98.0527,32,68.4962,126,1,0.9244,0.4126,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2024-03-17",2024,"false","Drake",10,"NCAA","MVC",14.6914,51,115.619,39,100.928,78,67.8188,150,14.533,53,115.06,40,100.527,73,68.0426,148,-2,-0.1584,0.2238,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2024-03-17",2024,"false","South Carolina",6,"NCAA","SEC",15.0356,49,114.712,46,99.6761,54,62.846,354,14.4017,54,114.913,42,100.511,71,63.1784,351,-5,-0.6339,0.3324,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2024-03-17",2024,"false","Oregon",11,"NCAA","P12",13.4296,55,114.051,50,100.622,70,67.1276,197,14.1926,55,114.696,44,100.504,70,67.2608,195,0,0.763,0.1332,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2024-03-17",2024,"false","Xavier",0,NA,"BE",13.4242,56,112.698,73,99.2736,44,70.9281,34,14.1671,56,113.153,69,98.9861,45,71.1981,31,0,0.7429,0.27,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2024-03-17",2024,"false","Iowa",0,NA,"B10",14.0113,52,119.275,15,105.264,156,71.3093,22,14.1513,57,119.593,16,105.441,157,71.7739,19,-5,0.14,0.4646,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2024-03-17",2024,"false","Virginia Tech",0,NA,"ACC",13.2296,57,115.94,32,102.71,107,67.3786,172,14.0816,58,115.808,37,101.726,92,68.0064,151,-1,0.852,0.6278,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2024-03-17",2024,"false","Providence",0,NA,"BE",13.5927,54,109.156,119,95.5637,18,67.6574,157,13.6968,59,109.06,125,95.3628,18,67.5933,171,-5,0.1041,-0.0641,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2024-03-17",2024,"false","Washington",0,NA,"P12",12.6739,63,115.121,43,102.447,101,71.025,30,12.9459,60,115.263,38,102.318,100,71.2184,30,3,0.272,0.1934,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2024-03-17",2024,"false","Butler",0,NA,"BE",12.251,67,113.056,71,100.805,72,68.3255,121,12.5979,61,113.227,67,100.629,76,68.5575,120,6,0.3469,0.232,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2024-03-17",2024,"false","Maryland",0,NA,"B10",12.4022,65,107.144,160,94.7414,14,65.3623,298,12.5077,62,107.254,155,94.7464,14,65.509,302,3,0.1055,0.1467,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2024-03-17",2024,"false","James Madison",12,"NCAA","SB",12.8924,59,113.866,56,100.973,79,69.4491,71,12.4187,63,112.985,72,100.566,74,69.7144,70,-4,-0.4737,0.2653,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2024-03-17",2024,"false","Bradley",0,NA,"MVC",12.406,64,112.404,74,99.9982,58,66.1772,254,12.1848,64,112.146,76,99.9617,62,66.4073,254,0,-0.2212,0.2301,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2024-03-17",2024,"false","San Francisco",0,NA,"WCC",11.4607,70,110.401,97,98.9399,40,67.179,193,12.0497,65,110.451,100,98.4011,37,67.3756,193,5,0.589,0.1966,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2024-03-17",2024,"false","UCF",0,NA,"B12",12.8414,61,107.685,149,94.8436,15,68.2793,124,11.8287,66,107.464,148,95.6357,21,68.6716,112,-5,-1.0127,0.3923,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2024-03-17",2024,"false","McNeese St.",12,"NCAA","Slnd",12.8518,60,114.019,51,101.167,84,65.558,282,11.8045,67,113.354,64,101.549,89,65.8727,277,-7,-1.0473,0.3147,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2024-03-17",2024,"false","Virginia",10,"NCAA","ACC",12.0978,68,105.452,193,93.3546,7,59.8898,362,11.8004,68,105.099,200,93.2989,7,60.1464,362,0,-0.2974,0.2566,"2023-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
